GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,TRUSTA,RES_ONLYA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,RP7E001
"G06003709203281","2005-2009",,,"California","06","Los Angeles County","037",,,"920328","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9203.28, Los Angeles County, California",644
"G06003709203282","2005-2009",,,"California","06","Los Angeles County","037",,,"920328","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9203.28, Los Angeles County, California",259
"G06003709203291","2005-2009",,,"California","06","Los Angeles County","037",,,"920329","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9203.29, Los Angeles County, California",739
"G06003709203292","2005-2009",,,"California","06","Los Angeles County","037",,,"920329","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9203.29, Los Angeles County, California",830
"G06003709203293","2005-2009",,,"California","06","Los Angeles County","037",,,"920329","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9203.29, Los Angeles County, California",644
"G06003709203301","2005-2009",,,"California","06","Los Angeles County","037",,,"920330","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9203.30, Los Angeles County, California",917
"G06003709203302","2005-2009",,,"California","06","Los Angeles County","037",,,"920330","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9203.30, Los Angeles County, California",297
"G06003709203303","2005-2009",,,"California","06","Los Angeles County","037",,,"920330","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9203.30, Los Angeles County, California",583
"G06003709203304","2005-2009",,,"California","06","Los Angeles County","037",,,"920330","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9203.30, Los Angeles County, California",486
"G06003709203311","2005-2009",,,"California","06","Los Angeles County","037",,,"920331","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9203.31, Los Angeles County, California",636
"G06003709203312","2005-2009",,,"California","06","Los Angeles County","037",,,"920331","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9203.31, Los Angeles County, California",427
"G06003709203313","2005-2009",,,"California","06","Los Angeles County","037",,,"920331","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9203.31, Los Angeles County, California",374
"G06003709203321","2005-2009",,,"California","06","Los Angeles County","037",,,"920332","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9203.32, Los Angeles County, California",67
"G06003709203322","2005-2009",,,"California","06","Los Angeles County","037",,,"920332","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9203.32, Los Angeles County, California",218
"G06003709203323","2005-2009",,,"California","06","Los Angeles County","037",,,"920332","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9203.32, Los Angeles County, California",357
"G06003709203341","2005-2009",,,"California","06","Los Angeles County","037",,,"920334","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9203.34, Los Angeles County, California",241
"G06003709203342","2005-2009",,,"California","06","Los Angeles County","037",,,"920334","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9203.34, Los Angeles County, California",443
"G06003709203343","2005-2009",,,"California","06","Los Angeles County","037",,,"920334","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9203.34, Los Angeles County, California",922
"G06003709203344","2005-2009",,,"California","06","Los Angeles County","037",,,"920334","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9203.34, Los Angeles County, California",584
"G06003709203351","2005-2009",,,"California","06","Los Angeles County","037",,,"920335","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9203.35, Los Angeles County, California",341
"G06003709203352","2005-2009",,,"California","06","Los Angeles County","037",,,"920335","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9203.35, Los Angeles County, California",533
"G06003709203353","2005-2009",,,"California","06","Los Angeles County","037",,,"920335","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9203.35, Los Angeles County, California",354
"G06003709203354","2005-2009",,,"California","06","Los Angeles County","037",,,"920335","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9203.35, Los Angeles County, California",207
"G06003709203355","2005-2009",,,"California","06","Los Angeles County","037",,,"920335","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 9203.35, Los Angeles County, California",129
"G06003709203356","2005-2009",,,"California","06","Los Angeles County","037",,,"920335","6",,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 9203.35, Los Angeles County, California",322
"G06003709203357","2005-2009",,,"California","06","Los Angeles County","037",,,"920335","7",,,,,,,,,,,,,,,,,,,,,,"Block Group 7, Census Tract 9203.35, Los Angeles County, California",320
"G06003709203358","2005-2009",,,"California","06","Los Angeles County","037",,,"920335","8",,,,,,,,,,,,,,,,,,,,,,"Block Group 8, Census Tract 9203.35, Los Angeles County, California",635
"G06003709203359","2005-2009",,,"California","06","Los Angeles County","037",,,"920335","9",,,,,,,,,,,,,,,,,,,,,,"Block Group 9, Census Tract 9203.35, Los Angeles County, California",724
"G06003709300001","2005-2009",,,"California","06","Los Angeles County","037",,,"930000","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9300, Los Angeles County, California",188
"G06003709301009","2005-2009",,,"California","06","Los Angeles County","037",,,"930100","9",,,,,,,,,,,,,,,,,,,,,,"Block Group 9, Census Tract 9301, Los Angeles County, California",98
"G06003709302001","2005-2009",,,"California","06","Los Angeles County","037",,,"930200","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9302, Los Angeles County, California",13
"G06003709302002","2005-2009",,,"California","06","Los Angeles County","037",,,"930200","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9302, Los Angeles County, California",202
"G06003709302009","2005-2009",,,"California","06","Los Angeles County","037",,,"930200","9",,,,,,,,,,,,,,,,,,,,,,"Block Group 9, Census Tract 9302, Los Angeles County, California",93
"G06003900001021","2005-2009",,,"California","06","Madera County","039",,,"000102","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1.02, Madera County, California",1199
"G06003900001022","2005-2009",,,"California","06","Madera County","039",,,"000102","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1.02, Madera County, California",340
"G06003900001023","2005-2009",,,"California","06","Madera County","039",,,"000102","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1.02, Madera County, California",1070
"G06003900001024","2005-2009",,,"California","06","Madera County","039",,,"000102","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1.02, Madera County, California",557
"G06003900001031","2005-2009",,,"California","06","Madera County","039",,,"000103","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1.03, Madera County, California",682
"G06003900001032","2005-2009",,,"California","06","Madera County","039",,,"000103","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1.03, Madera County, California",548
"G06003900001033","2005-2009",,,"California","06","Madera County","039",,,"000103","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1.03, Madera County, California",707
"G06003900001034","2005-2009",,,"California","06","Madera County","039",,,"000103","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1.03, Madera County, California",699
"G06003900001041","2005-2009",,,"California","06","Madera County","039",,,"000104","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1.04, Madera County, California",580
"G06003900001042","2005-2009",,,"California","06","Madera County","039",,,"000104","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1.04, Madera County, California",650
"G06003900001043","2005-2009",,,"California","06","Madera County","039",,,"000104","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1.04, Madera County, California",297
"G06003900001044","2005-2009",,,"California","06","Madera County","039",,,"000104","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1.04, Madera County, California",890
"G06003900001051","2005-2009",,,"California","06","Madera County","039",,,"000105","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1.05, Madera County, California",784
"G06003900001052","2005-2009",,,"California","06","Madera County","039",,,"000105","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1.05, Madera County, California",289
"G06003900001053","2005-2009",,,"California","06","Madera County","039",,,"000105","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1.05, Madera County, California",950
"G06003900001054","2005-2009",,,"California","06","Madera County","039",,,"000105","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1.05, Madera County, California",2289
"G06003900001055","2005-2009",,,"California","06","Madera County","039",,,"000105","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 1.05, Madera County, California",1956
"G06003900002001","2005-2009",,,"California","06","Madera County","039",,,"000200","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2, Madera County, California",590
"G06003900002002","2005-2009",,,"California","06","Madera County","039",,,"000200","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2, Madera County, California",404
"G06003900002003","2005-2009",,,"California","06","Madera County","039",,,"000200","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2, Madera County, California",270
"G06003900002004","2005-2009",,,"California","06","Madera County","039",,,"000200","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2, Madera County, California",1211
"G06003900003001","2005-2009",,,"California","06","Madera County","039",,,"000300","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 3, Madera County, California",461
"G06003900003002","2005-2009",,,"California","06","Madera County","039",,,"000300","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 3, Madera County, California",500
"G06003900003003","2005-2009",,,"California","06","Madera County","039",,,"000300","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 3, Madera County, California",195
"G06003900003004","2005-2009",,,"California","06","Madera County","039",,,"000300","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 3, Madera County, California",177
"G06003900003005","2005-2009",,,"California","06","Madera County","039",,,"000300","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 3, Madera County, California",215
"G06003900003006","2005-2009",,,"California","06","Madera County","039",,,"000300","6",,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 3, Madera County, California",1123
"G06003900003007","2005-2009",,,"California","06","Madera County","039",,,"000300","7",,,,,,,,,,,,,,,,,,,,,,"Block Group 7, Census Tract 3, Madera County, California",148
"G06003900004001","2005-2009",,,"California","06","Madera County","039",,,"000400","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4, Madera County, California",198
"G06003900004002","2005-2009",,,"California","06","Madera County","039",,,"000400","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4, Madera County, California",273
"G06003900005021","2005-2009",,,"California","06","Madera County","039",,,"000502","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5.02, Madera County, California",156
"G06003900005022","2005-2009",,,"California","06","Madera County","039",,,"000502","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5.02, Madera County, California",446
"G06003900005023","2005-2009",,,"California","06","Madera County","039",,,"000502","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5.02, Madera County, California",1114
"G06003900005024","2005-2009",,,"California","06","Madera County","039",,,"000502","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5.02, Madera County, California",865
"G06003900005031","2005-2009",,,"California","06","Madera County","039",,,"000503","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5.03, Madera County, California",406
"G06003900005032","2005-2009",,,"California","06","Madera County","039",,,"000503","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5.03, Madera County, California",175
"G06003900005033","2005-2009",,,"California","06","Madera County","039",,,"000503","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5.03, Madera County, California",2303
"G06003900005061","2005-2009",,,"California","06","Madera County","039",,,"000506","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5.06, Madera County, California",525
"G06003900005062","2005-2009",,,"California","06","Madera County","039",,,"000506","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5.06, Madera County, California",704
"G06003900005063","2005-2009",,,"California","06","Madera County","039",,,"000506","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5.06, Madera County, California",656
"G06003900005071","2005-2009",,,"California","06","Madera County","039",,,"000507","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5.07, Madera County, California",595
"G06003900005072","2005-2009",,,"California","06","Madera County","039",,,"000507","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5.07, Madera County, California",768
"G06003900005073","2005-2009",,,"California","06","Madera County","039",,,"000507","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5.07, Madera County, California",653
"G06003900005074","2005-2009",,,"California","06","Madera County","039",,,"000507","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5.07, Madera County, California",729
"G06003900005081","2005-2009",,,"California","06","Madera County","039",,,"000508","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5.08, Madera County, California",522
"G06003900005082","2005-2009",,,"California","06","Madera County","039",,,"000508","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5.08, Madera County, California",794
"G06003900005083","2005-2009",,,"California","06","Madera County","039",,,"000508","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5.08, Madera County, California",763
"G06003900005091","2005-2009",,,"California","06","Madera County","039",,,"000509","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5.09, Madera County, California",1084
"G06003900005092","2005-2009",,,"California","06","Madera County","039",,,"000509","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5.09, Madera County, California",596
"G06003900005093","2005-2009",,,"California","06","Madera County","039",,,"000509","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5.09, Madera County, California",398
"G06003900006011","2005-2009",,,"California","06","Madera County","039",,,"000601","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6.01, Madera County, California",573
"G06003900006012","2005-2009",,,"California","06","Madera County","039",,,"000601","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6.01, Madera County, California",458
"G06003900006013","2005-2009",,,"California","06","Madera County","039",,,"000601","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6.01, Madera County, California",1526
"G06003900006021","2005-2009",,,"California","06","Madera County","039",,,"000602","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6.02, Madera County, California",518
"G06003900006022","2005-2009",,,"California","06","Madera County","039",,,"000602","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6.02, Madera County, California",415
"G06003900006023","2005-2009",,,"California","06","Madera County","039",,,"000602","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6.02, Madera County, California",319
"G06003900007001","2005-2009",,,"California","06","Madera County","039",,,"000700","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7, Madera County, California",209
"G06003900007002","2005-2009",,,"California","06","Madera County","039",,,"000700","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7, Madera County, California",1564
"G06003900007003","2005-2009",,,"California","06","Madera County","039",,,"000700","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7, Madera County, California",863
"G06003900007004","2005-2009",,,"California","06","Madera County","039",,,"000700","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7, Madera County, California",595
"G06003900007005","2005-2009",,,"California","06","Madera County","039",,,"000700","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 7, Madera County, California",449
"G06003900007006","2005-2009",,,"California","06","Madera County","039",,,"000700","6",,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 7, Madera County, California",176
